transaction_id,ngo_id,amount,days_since_donation,ngo_avg_verification_time,ngo_pending_ratio,is_round_number,hour_of_day,is_anomalous,reason
T04043,NGO018,10806.06,9.83,6.94,0.22,False,8,0,
T04044,NGO018,7406.26,7.1,12.18,0.17,False,10,0,
T04045,NGO018,20014.72,0.38,238.67,0.17,False,7,1,Unusually slow bill verification for this NGO (239h)
T04046,NGO018,10390.96,5.67,9.46,0.22,False,7,0,
T04047,NGO018,14363.17,3.31,11.11,0.21,False,10,0,
T04048,NGO018,12571.18,7.29,7.65,0.22,False,12,0,
T04049,NGO018,9152.45,5.54,7.12,0.15,False,12,0,
T04050,NGO018,13624.22,5.61,10.16,0.22,False,15,0,
T04051,NGO018,11640.29,4.7,6.3,0.15,False,14,0,
T04052,NGO018,15451.89,6.01,13.7,0.22,False,12,0,
T04053,NGO018,32150.32,0.81,13.16,0.23,False,10,0,
T04054,NGO018,15913.85,9.66,6.02,0.19,False,9,0,
T04055,NGO018,18181.0,3.63,6.48,0.26,False,16,0,
T04056,NGO018,17534.78,6.79,12.5,0.11,False,10,0,
T04057,NGO018,9567.81,6.16,8.73,0.17,False,17,0,
T04058,NGO018,21772.43,12.47,10.38,0.13,False,10,0,
T04059,NGO018,23385.62,9.35,10.32,0.15,False,12,0,
T04060,NGO018,12335.16,5.91,9.56,0.21,False,13,0,
T04061,NGO018,10181.46,4.22,11.16,0.1,False,17,0,
T04062,NGO018,9355.68,6.15,21.68,0.16,False,16,0,
T04063,NGO018,14069.69,9.79,8.54,0.24,False,13,0,
T04064,NGO018,12923.66,5.41,11.18,0.21,False,15,0,
T04065,NGO018,13544.94,0.53,11.3,0.23,False,13,0,
T04066,NGO018,4748.05,8.03,14.15,0.19,False,16,0,
T04067,NGO018,5638.8,7.74,9.2,0.18,False,18,0,
T04068,NGO018,22555.91,10.98,12.88,0.21,False,9,0,
T04069,NGO018,22853.34,10.13,12.81,0.23,False,11,0,
T04070,NGO018,7287.37,2.51,12.34,0.2,False,11,0,
T04071,NGO018,8600.96,8.57,3.13,0.21,False,15,0,
T04072,NGO018,7047.14,3.47,11.06,0.17,False,11,0,
T04073,NGO018,19451.43,8.39,9.86,0.25,False,11,0,
T04074,NGO018,32143.26,8.33,13.23,0.23,False,8,0,
T04075,NGO018,18796.58,5.94,8.32,0.2,False,17,0,
T04076,NGO018,25097.5,5.69,9.95,0.22,False,11,0,
T04077,NGO018,29686.12,3.6,7.84,0.2,False,9,0,
T04078,NGO018,18573.18,5.44,8.63,0.16,False,16,0,
T04079,NGO018,15767.32,12.55,15.17,0.21,False,13,0,
T04080,NGO018,21252.48,6.31,11.83,0.19,False,12,0,
T04081,NGO018,5017.01,1.67,8.82,0.27,False,17,0,
T04082,NGO018,30629.42,1.75,9.9,0.16,False,10,0,
T04083,NGO018,56754.87,7.63,7.25,0.2,False,12,0,
T04084,NGO018,35923.34,11.08,12.76,0.18,False,14,0,
T04085,NGO018,14341.07,2.07,8.17,0.2,False,13,0,
T04086,NGO018,18647.33,7.38,11.77,0.2,False,15,0,
T04087,NGO018,13207.29,8.76,9.34,0.15,False,14,0,
T04088,NGO018,12207.01,7.71,6.8,0.16,False,6,0,
T04089,NGO018,6446.94,3.81,5.92,0.22,False,8,0,
T04090,NGO018,35847.44,9.23,6.25,0.23,False,13,0,
T04091,NGO018,9186.39,4.47,9.54,0.18,False,16,0,
T04092,NGO018,25365.01,10.89,9.44,0.24,False,11,0,
T04093,NGO018,15234.88,9.07,14.82,0.22,False,16,0,
T04094,NGO018,11931.57,4.6,11.84,0.18,False,12,0,
T04095,NGO018,20615.2,2.74,6.1,0.19,False,8,0,
T04096,NGO018,12569.79,8.63,8.19,0.2,False,12,0,
T04097,NGO018,52700.17,8.28,10.59,0.15,False,8,0,
T04098,NGO018,15997.22,2.91,19.35,0.2,False,12,0,
T04099,NGO018,20059.14,6.25,9.92,0.21,False,18,0,
T04100,NGO018,19730.63,10.73,6.23,0.26,False,10,0,
T04101,NGO018,15127.14,6.79,7.27,0.17,False,11,0,
T04102,NGO018,16059.79,6.12,8.37,0.15,False,12,0,
T04103,NGO018,30604.96,2.51,10.47,0.17,False,12,0,
T04104,NGO018,13901.08,3.75,5.63,0.18,False,14,0,
T04105,NGO018,17295.05,8.46,10.2,0.18,False,12,0,
T04106,NGO018,12520.27,3.59,8.4,0.23,False,21,0,
T04107,NGO018,15803.02,6.36,7.61,0.19,False,9,0,
T04108,NGO018,31179.48,10.27,8.63,0.23,False,15,0,
T04109,NGO018,19185.58,5.62,9.59,0.22,False,16,0,
T04110,NGO018,21723.47,6.5,14.16,0.18,False,16,0,
T04111,NGO018,39749.28,3.97,11.74,0.17,False,10,0,
T04112,NGO018,20694.16,2.38,11.12,0.2,False,15,0,
T04113,NGO018,13923.81,0.22,10.04,0.18,False,15,0,
T04114,NGO018,13772.95,8.34,13.11,0.25,False,13,0,
T04115,NGO018,8761.71,0.05,10.54,0.24,False,9,0,
T04116,NGO018,12814.78,5.2,9.85,0.19,False,11,0,
T04117,NGO018,23052.1,6.65,11.08,0.23,False,15,0,
T04118,NGO018,52081.2,7.13,13.51,0.2,False,12,0,
T04119,NGO018,30350.08,1.35,14.05,0.19,False,10,0,
T04120,NGO018,14016.24,6.17,11.71,0.23,False,14,0,
T04121,NGO018,17606.83,5.27,10.17,0.21,False,12,0,
T04122,NGO018,32562.88,5.73,15.98,0.22,False,12,0,
T04123,NGO018,19085.27,3.31,12.28,0.2,False,15,0,
T04124,NGO018,16188.66,7.55,11.83,0.17,False,17,0,
T04125,NGO018,44585.14,5.57,6.27,0.21,False,12,0,
T04126,NGO018,11838.64,10.22,10.28,0.22,False,13,0,
T04127,NGO018,18715.38,11.58,6.82,0.18,False,19,0,
T04128,NGO018,14442.04,10.45,2.86,0.21,False,11,0,
T04129,NGO018,10079.86,13.16,11.44,0.2,False,10,0,
T04130,NGO018,21263.86,4.79,14.2,0.19,False,11,0,
T04131,NGO018,21766.42,8.2,7.71,0.23,False,10,0,
T04132,NGO018,7846.38,8.48,7.4,0.2,False,12,0,
T04133,NGO018,43187.94,8.46,5.63,0.24,False,19,0,
T04134,NGO018,16087.49,7.12,9.09,0.23,False,11,0,
T04135,NGO018,16322.23,4.23,10.94,0.19,False,11,0,
T04136,NGO018,10000.0,14.72,7.06,0.23,True,14,1,"Round-number amount, possible structuring"
T04137,NGO018,12999.01,9.35,10.9,0.19,False,13,0,
T04138,NGO018,16158.1,11.18,9.79,0.18,False,14,0,
T04139,NGO018,9935.98,5.45,13.91,0.19,False,11,0,
T04140,NGO018,6195.66,6.25,8.59,0.23,False,15,0,
T04141,NGO018,14904.2,6.25,14.33,0.21,False,14,0,
T04142,NGO018,26338.92,10.9,9.5,0.23,False,14,0,
T04143,NGO018,12766.4,4.26,12.2,0.18,False,12,0,
T04144,NGO018,34837.96,4.41,12.63,0.2,False,11,0,
T04145,NGO018,12003.39,9.65,10.41,0.18,False,14,0,
T04146,NGO018,27838.36,3.28,7.65,0.24,False,17,0,
T04147,NGO018,8813.41,6.81,9.47,0.21,False,17,0,
T04148,NGO018,86773.36,8.4,8.75,0.25,False,11,0,
T04149,NGO018,19086.39,3.33,12.65,0.2,False,12,0,
T04150,NGO018,12557.54,10.84,13.45,0.18,False,10,0,
T04151,NGO018,17698.55,3.5,5.13,0.18,False,9,0,
T04152,NGO018,11433.72,7.93,6.96,0.22,False,15,0,
T04153,NGO018,14335.66,5.21,7.35,0.18,False,15,0,
T04154,NGO018,10000.0,1.85,7.94,0.2,True,13,1,"Round-number amount, possible structuring"
T04155,NGO018,20896.37,3.53,15.49,0.2,False,15,0,
T04156,NGO019,22829.83,11.03,16.92,0.17,False,12,0,
T04157,NGO019,18106.11,4.3,14.34,0.19,False,13,0,
T04158,NGO019,8366.52,6.94,16.33,0.17,False,11,0,
T04159,NGO019,37454.46,6.44,14.64,0.12,False,8,0,
T04160,NGO019,20074.03,7.88,18.05,0.19,False,9,0,
T04161,NGO019,16697.11,4.77,16.39,0.22,False,14,0,
T04162,NGO019,29758.66,2.73,13.78,0.13,False,14,0,
T04163,NGO019,6973.05,6.39,18.06,0.17,False,12,0,
T04164,NGO019,13604.8,6.88,24.81,0.17,False,13,0,
T04165,NGO019,10198.98,5.85,12.26,0.15,False,12,0,
T04166,NGO019,6952.7,2.68,20.8,0.15,False,7,0,
T04167,NGO019,20741.0,3.75,15.39,0.18,False,14,0,
T04168,NGO019,11221.84,6.35,15.1,0.15,False,11,0,
T04169,NGO019,22110.49,5.15,17.76,0.15,False,10,0,
T04170,NGO019,16353.21,4.76,21.54,0.19,False,15,0,
T04171,NGO019,15284.53,2.04,15.86,0.18,False,4,1,Disbursement created at unusual hour (4:00)
T04172,NGO019,38525.18,4.66,14.45,0.2,False,15,0,
T04173,NGO019,11076.43,3.98,13.34,0.18,False,12,0,
T04174,NGO019,52436.9,6.77,16.09,0.25,False,14,0,
T04175,NGO019,19807.5,6.36,19.59,0.15,False,11,0,
T04176,NGO019,23841.62,4.5,17.29,0.15,False,13,0,
T04177,NGO019,22139.56,1.08,15.4,0.15,False,11,0,
T04178,NGO019,4038.44,5.5,21.05,0.12,False,1,1,Disbursement created at unusual hour (1:00)
T04179,NGO019,23865.42,2.77,13.11,0.13,False,13,0,
T04180,NGO019,9173.21,9.47,18.98,0.12,False,14,0,
T04181,NGO019,20333.76,5.26,16.31,0.21,False,13,0,
T04182,NGO019,21641.93,6.29,13.73,0.12,False,17,0,
T04183,NGO019,12452.07,10.37,22.42,0.16,False,13,0,
T04184,NGO019,19794.35,4.88,148.97,0.19,False,13,1,Unusually slow bill verification for this NGO (149h)
T04185,NGO019,14396.27,5.13,22.86,0.19,False,14,0,
T04186,NGO019,27849.87,8.86,9.26,0.13,False,11,0,
T04187,NGO019,11494.0,3.6,14.04,0.15,False,14,0,
T04188,NGO019,29264.72,16.21,13.17,0.12,False,17,0,
T04189,NGO019,22747.99,6.19,16.7,0.16,False,11,0,
T04190,NGO019,9419.52,6.73,16.47,0.12,False,11,0,
T04191,NGO019,32974.44,5.0,18.12,0.17,False,16,0,
T04192,NGO019,45014.43,6.65,16.91,0.14,False,11,0,
T04193,NGO019,28730.72,4.84,193.32,0.14,False,15,1,Unusually slow bill verification for this NGO (193h)
T04194,NGO019,21498.2,7.35,13.79,0.14,False,17,0,
T04195,NGO019,25118.46,2.81,15.61,0.16,False,11,0,
T04196,NGO019,13373.12,3.26,11.15,0.19,False,15,0,
T04197,NGO019,24795.31,6.06,15.1,0.16,False,14,0,
T04198,NGO019,37233.61,6.58,14.4,0.18,False,12,0,
T04199,NGO019,30324.1,1.54,15.9,0.13,False,14,0,
T04200,NGO019,13398.62,9.92,299.5,0.18,False,14,1,Unusually slow bill verification for this NGO (300h)
T04201,NGO019,17182.54,5.06,16.16,0.14,False,15,0,
T04202,NGO019,29045.7,4.68,11.4,0.18,False,12,0,
T04203,NGO019,7842.56,3.8,14.25,0.19,False,10,0,
T04204,NGO019,16812.8,5.37,15.21,0.16,False,7,0,
T04205,NGO019,20527.58,2.41,14.3,0.18,False,15,0,
T04206,NGO019,28795.52,2.51,21.33,0.17,False,19,0,
T04207,NGO019,19021.04,10.32,14.54,0.18,False,11,0,
T04208,NGO019,39502.83,0.93,19.9,0.18,False,11,0,
T04209,NGO019,28162.57,10.5,20.46,0.19,False,13,0,
T04210,NGO019,8837.68,3.66,10.66,0.11,False,13,0,
T04211,NGO019,14717.82,6.31,19.68,0.13,False,14,0,
T04212,NGO019,7609.13,4.71,19.39,0.17,False,8,0,
T04213,NGO019,22999.69,9.09,14.88,0.21,False,12,0,
T04214,NGO019,32722.47,8.2,13.56,0.18,False,14,0,
T04215,NGO019,9641.37,7.74,18.04,0.2,False,16,0,
T04216,NGO019,14763.77,7.34,21.05,0.14,False,18,0,
T04217,NGO019,8780.8,3.19,19.48,0.14,False,22,0,
T04218,NGO019,13054.56,5.03,17.39,0.13,False,13,0,
T04219,NGO019,18699.73,6.72,15.54,0.22,False,8,0,
T04220,NGO019,7106.75,5.79,18.34,0.18,False,16,0,
T04221,NGO019,27657.65,1.11,18.61,0.18,False,12,0,
T04222,NGO019,18677.64,9.26,19.39,0.2,False,10,0,
T04223,NGO019,6317.96,9.43,15.33,0.18,False,7,0,
T04224,NGO019,11206.52,4.56,18.12,0.17,False,14,0,
T04225,NGO019,10416.23,5.2,12.93,0.18,False,16,0,
T04226,NGO019,26548.65,6.66,14.04,0.18,False,12,0,
T04227,NGO019,18206.46,4.12,14.78,0.18,False,17,0,
T04228,NGO019,5000.0,8.2,17.87,0.12,True,8,1,"Round-number amount, possible structuring"
T04229,NGO019,9542.93,4.6,18.94,0.16,False,15,0,
T04230,NGO019,9083.39,1.92,13.1,0.16,False,15,0,
T04231,NGO019,9211.6,6.89,15.91,0.18,False,12,0,
T04232,NGO019,15102.57,6.69,14.11,0.2,False,8,0,
T04233,NGO019,32804.57,80.33,15.07,0.15,False,14,1,Donation sat unspent for 80 days before disbursement
T04234,NGO019,9668.24,9.65,12.67,0.19,False,15,0,
T04235,NGO019,13505.64,7.81,17.95,0.13,False,13,0,
T04236,NGO019,7215.53,3.71,13.49,0.11,False,10,0,
T04237,NGO019,10854.85,7.58,20.87,0.2,False,14,0,
T04238,NGO019,20082.1,6.95,13.44,0.14,False,15,0,
T04239,NGO019,24358.63,8.22,14.58,0.17,False,12,0,
T04240,NGO019,12136.44,0.18,22.99,0.19,False,13,1,Disbursed within hours of donation arriving
T04241,NGO019,8277.53,0.7,14.56,0.11,False,12,0,
T04242,NGO019,62842.94,5.79,19.24,0.19,False,17,0,
T04243,NGO019,15035.85,5.56,12.97,0.16,False,13,0,
T04244,NGO019,29965.81,6.44,14.34,0.18,False,11,0,
T04245,NGO019,8573.21,6.44,14.41,0.2,False,12,0,
T04246,NGO019,7074.61,7.68,15.6,0.14,False,14,0,
T04247,NGO019,13133.06,3.43,19.35,0.14,False,13,0,
T04248,NGO019,16812.32,9.27,19.72,0.16,False,14,0,
T04249,NGO019,10248.33,8.26,16.66,0.19,False,16,0,
T04250,NGO019,10945.97,3.71,17.43,0.17,False,7,0,
T04251,NGO019,16436.0,3.59,18.46,0.14,False,14,0,
T04252,NGO019,21273.69,5.18,13.47,0.21,False,15,0,
T04253,NGO019,8891.71,5.54,17.23,0.17,False,15,0,
T04254,NGO019,22949.41,5.98,17.56,0.2,False,12,0,
T04255,NGO019,18630.43,3.51,15.04,0.18,False,8,0,
T04256,NGO019,7783.53,2.96,17.2,0.17,False,18,0,
T04257,NGO019,7028.45,5.98,14.58,0.19,False,12,0,
T04258,NGO019,8080.01,5.99,14.79,0.16,False,7,0,
T04259,NGO019,18528.52,2.83,19.42,0.2,False,9,0,
T04260,NGO019,13850.49,5.76,19.39,0.13,False,9,0,
T04261,NGO019,17644.54,2.08,14.18,0.21,False,13,0,
T04262,NGO019,27215.64,7.99,16.69,0.17,False,15,0,
T04263,NGO019,40321.09,8.87,20.42,0.17,False,11,0,
T04264,NGO019,9274.83,4.88,11.72,0.17,False,14,0,
T04265,NGO019,27700.89,8.86,13.24,0.17,False,7,0,
T04266,NGO019,17556.18,3.36,14.15,0.17,False,20,0,
T04267,NGO019,18557.94,5.16,375.0,0.16,False,8,1,Unusually slow bill verification for this NGO (375h)
T04268,NGO019,14357.78,0.93,15.03,0.2,False,12,0,
T04269,NGO019,17316.17,4.19,9.47,0.18,False,13,0,
T04270,NGO019,30250.19,0.07,14.07,0.14,False,12,0,
T04271,NGO019,37168.46,9.02,20.29,0.19,False,8,0,
T04272,NGO019,13066.19,9.24,17.24,0.18,False,18,0,
T04273,NGO019,21190.13,6.09,18.07,0.18,False,6,0,
T04274,NGO019,18350.1,5.85,12.98,0.19,False,1,1,Disbursement created at unusual hour (1:00)
T04275,NGO019,51061.04,7.69,19.29,0.12,False,15,0,
T04276,NGO019,15696.06,2.93,15.32,0.17,False,14,0,
T04277,NGO019,11639.7,6.82,15.6,0.16,False,13,0,
T04278,NGO019,9628.06,8.02,19.43,0.19,False,6,0,
T04279,NGO019,7467.55,4.06,10.78,0.17,False,15,0,
T04280,NGO019,10961.3,10.57,16.48,0.17,False,8,0,
T04281,NGO019,9254.64,5.92,18.61,0.18,False,9,0,
T04282,NGO019,20767.58,7.49,18.93,0.2,False,13,0,
T04283,NGO019,10826.77,7.36,16.2,0.18,False,13,0,
T04284,NGO019,11877.58,3.61,16.98,0.18,False,9,0,
T04285,NGO019,35545.27,6.46,18.42,0.2,False,12,0,
T04286,NGO019,18538.43,4.15,19.53,0.22,False,13,0,
T04287,NGO019,20181.12,3.61,12.74,0.24,False,10,0,
T04288,NGO019,12410.81,6.84,21.69,0.17,False,14,0,
T04289,NGO019,19524.51,2.83,18.0,0.19,False,9,0,
T04290,NGO019,21310.5,7.09,17.17,0.19,False,11,0,
T04291,NGO019,10497.53,3.81,12.58,0.11,False,13,0,
T04292,NGO019,5565.94,6.3,18.66,0.14,False,14,0,
T04293,NGO019,11963.65,4.74,16.33,0.15,False,14,0,
T04294,NGO019,13171.77,8.35,20.1,0.11,False,17,0,
T04295,NGO019,30756.17,0.66,11.77,0.18,False,14,0,
T04296,NGO019,22720.87,2.81,10.86,0.2,False,11,0,
T04297,NGO019,19208.09,6.59,21.52,0.21,False,15,0,
T04298,NGO019,30814.49,4.7,17.36,0.17,False,14,0,
T04299,NGO019,11439.24,9.72,18.31,0.15,False,15,0,
T04300,NGO019,30243.34,5.88,13.46,0.17,False,10,0,
T04301,NGO019,22457.42,4.36,18.99,0.16,False,15,0,
T04302,NGO019,26299.16,5.9,16.19,0.19,False,10,0,
T04303,NGO019,34431.19,6.3,24.66,0.13,False,12,0,
T04304,NGO019,31142.71,13.77,18.57,0.12,False,13,0,
T04305,NGO019,9030.89,4.74,19.69,0.21,False,9,0,
T04306,NGO019,22807.33,8.02,19.49,0.16,False,15,0,
T04307,NGO019,19151.65,8.44,19.58,0.19,False,9,0,
T04308,NGO019,35770.34,6.36,17.12,0.24,False,13,0,
T04309,NGO019,10225.19,5.32,13.88,0.11,False,13,0,
T04310,NGO019,6219.49,6.65,18.53,0.14,False,8,0,
T04311,NGO019,25897.9,11.31,16.98,0.19,False,13,0,
T04312,NGO019,22335.46,6.91,11.39,0.18,False,11,0,
T04313,NGO019,12956.04,5.42,15.84,0.15,False,7,0,
T04314,NGO019,14660.36,6.13,13.62,0.13,False,12,0,
T04315,NGO019,12367.95,7.94,15.65,0.18,False,12,0,
T04316,NGO019,6049.94,0.62,19.06,0.12,False,1,1,Disbursement created at unusual hour (1:00)
T04317,NGO019,11038.84,5.45,14.21,0.13,False,5,0,
T04318,NGO019,11786.53,7.36,13.04,0.17,False,8,0,
T04319,NGO019,15605.51,3.63,10.59,0.15,False,10,0,
T04320,NGO019,10878.04,107.33,14.87,0.18,False,18,1,Donation sat unspent for 107 days before disbursement
T04321,NGO019,19945.22,3.54,19.59,0.19,False,15,0,
T04322,NGO019,7854.79,10.71,13.14,0.17,False,10,0,
T04323,NGO019,22376.71,4.43,15.58,0.18,False,13,0,
T04324,NGO019,11006.09,10.53,15.18,0.17,False,14,0,
T04325,NGO019,41717.86,51.64,15.05,0.18,False,5,1,Donation sat unspent for 52 days before disbursement
T04326,NGO019,32027.61,5.19,12.08,0.21,False,15,0,
T04327,NGO019,6758.38,7.99,16.94,0.14,False,16,0,
T04328,NGO019,6018.34,2.86,16.79,0.21,False,12,0,
T04329,NGO019,13666.38,2.81,17.59,0.19,False,14,0,
T04330,NGO019,23631.3,5.6,21.3,0.18,False,14,0,
T04331,NGO019,30322.9,5.57,22.55,0.19,False,12,0,
T04332,NGO019,8435.71,9.17,17.35,0.14,False,17,0,
T04333,NGO019,28917.39,7.61,16.68,0.21,False,17,0,
T04334,NGO019,9145.44,1.61,20.06,0.22,False,6,0,
T04335,NGO019,12702.58,6.94,20.0,0.11,False,13,0,
T04336,NGO019,16841.01,6.4,14.89,0.14,False,16,0,
T04337,NGO019,23582.69,4.54,16.11,0.18,False,13,0,
T04338,NGO019,19417.51,4.12,19.22,0.19,False,9,0,
T04339,NGO020,13084.87,6.76,41.55,0.18,False,14,0,
T04340,NGO020,20759.82,6.82,35.97,0.22,False,16,0,
T04341,NGO020,20032.76,6.69,34.23,0.2,False,11,0,
T04342,NGO020,27906.77,9.83,42.73,0.24,False,12,0,
T04343,NGO020,16517.78,5.25,40.63,0.19,False,12,0,
T04344,NGO020,34758.09,11.6,34.04,0.22,False,11,0,
T04345,NGO020,16506.61,8.29,38.17,0.24,False,18,0,
T04346,NGO020,22261.32,9.47,38.8,0.19,False,10,0,
T04347,NGO020,12560.76,9.81,36.69,0.18,False,15,0,
T04348,NGO020,6594.59,8.25,35.85,0.18,False,5,0,
T04349,NGO020,14553.64,3.67,36.78,0.13,False,11,0,
T04350,NGO020,15608.35,5.85,32.81,0.22,False,15,0,
T04351,NGO020,17380.26,12.69,34.96,0.18,False,12,0,
T04352,NGO020,15786.02,1.76,44.55,0.23,False,17,0,
T04353,NGO020,29809.7,10.83,29.92,0.23,False,18,0,
T04354,NGO020,11761.78,2.19,35.96,0.2,False,9,0,
T04355,NGO020,3127.5,4.19,35.04,0.23,False,12,0,
T04356,NGO020,15491.69,4.12,37.93,0.22,False,13,0,
T04357,NGO020,7131.28,67.15,47.28,0.21,False,13,1,Donation sat unspent for 67 days before disbursement
T04358,NGO020,37320.72,9.65,38.62,0.17,False,14,0,
T04359,NGO020,10618.16,0.9,36.46,0.22,False,8,0,
T04360,NGO020,33245.86,12.71,33.9,0.15,False,8,0,
T04361,NGO020,27199.53,5.37,35.3,0.19,False,12,0,
T04362,NGO020,13105.6,3.06,39.15,0.23,False,13,0,
T04363,NGO020,21008.95,6.63,38.7,0.19,False,14,0,
T04364,NGO020,7640.17,1.31,37.6,0.17,False,15,0,
T04365,NGO020,36350.27,2.67,36.55,0.2,False,14,0,
T04366,NGO020,8015.79,5.03,43.4,0.22,False,10,0,
T04367,NGO020,9415.89,8.1,41.65,0.25,False,14,0,
T04368,NGO020,24866.71,9.8,32.93,0.17,False,12,0,
T04369,NGO020,12184.89,7.3,38.25,0.19,False,17,0,
T04370,NGO020,39098.75,11.88,41.1,0.22,False,19,0,
T04371,NGO020,8879.93,4.6,38.2,0.2,False,12,0,
T04372,NGO020,44128.94,6.4,42.32,0.22,False,15,0,
T04373,NGO020,65473.36,10.09,33.21,0.2,False,10,0,
T04374,NGO020,9805.12,6.74,38.76,0.23,False,0,1,Disbursement created at unusual hour (0:00)
T04375,NGO020,5573.33,1.52,37.98,0.18,False,14,0,
T04376,NGO020,9489.04,4.12,35.83,0.2,False,12,0,
T04377,NGO020,98497.52,2.72,40.88,0.18,False,12,0,
T04378,NGO020,17475.79,4.94,35.68,0.15,False,14,0,
T04379,NGO020,22143.3,5.16,173.02,0.19,False,11,1,Unusually slow bill verification for this NGO (173h)
T04380,NGO020,15000.0,4.59,35.57,0.15,True,13,1,"Round-number amount, possible structuring"
T04381,NGO020,25952.27,6.65,37.18,0.19,False,15,0,
T04382,NGO020,15549.45,9.95,34.29,0.15,False,15,0,
T04383,NGO020,13949.52,9.03,33.59,0.26,False,13,0,
T04384,NGO020,25729.08,6.08,34.88,0.16,False,6,0,
T04385,NGO020,7277.44,10.71,38.25,0.23,False,14,0,
T04386,NGO020,9798.3,7.53,39.32,0.22,False,13,0,
T04387,NGO020,20082.53,8.49,41.0,0.21,False,17,0,
T04388,NGO020,30407.06,7.53,40.34,0.19,False,15,0,
T04389,NGO020,8364.61,2.42,33.83,0.23,False,13,0,
T04390,NGO020,26517.27,5.33,35.37,0.25,False,10,0,
T04391,NGO020,24623.65,5.32,38.08,0.19,False,10,0,
T04392,NGO020,20306.77,0.89,38.79,0.23,False,11,0,
T04393,NGO020,49230.74,6.42,34.53,0.17,False,11,0,
T04394,NGO020,18511.72,5.47,37.98,0.17,False,11,0,
T04395,NGO020,12615.29,2.96,32.45,0.25,False,11,0,
T04396,NGO020,5539.15,4.76,39.28,0.21,False,11,0,
T04397,NGO020,23488.72,8.53,37.92,0.17,False,12,0,
T04398,NGO020,12525.88,3.1,36.47,0.2,False,15,0,
T04399,NGO020,16659.87,7.18,42.19,0.2,False,13,0,
T04400,NGO020,8413.89,7.86,37.32,0.22,False,11,0,
T04401,NGO020,7512.16,4.96,36.23,0.22,False,12,0,
T04402,NGO020,30365.97,4.14,35.92,0.22,False,21,0,
T04403,NGO020,11197.87,6.83,33.33,0.22,False,17,0,
T04404,NGO020,14304.59,5.98,35.02,0.19,False,11,0,
T04405,NGO020,14540.91,8.99,35.38,0.23,False,12,0,
T04406,NGO020,15524.97,4.94,40.19,0.2,False,11,0,
T04407,NGO020,17928.44,6.77,39.14,0.22,False,10,0,
T04408,NGO020,44403.87,6.37,37.38,0.3,False,16,0,
T04409,NGO020,24857.63,6.7,30.34,0.18,False,9,0,
T04410,NGO020,30932.78,6.78,39.43,0.23,False,14,0,
T04411,NGO020,18506.9,4.06,34.79,0.19,False,3,0,
T04412,NGO020,43208.29,5.81,41.06,0.19,False,13,0,
T04413,NGO020,14311.98,8.32,31.72,0.21,False,12,0,
T04414,NGO020,13533.36,5.75,33.07,0.2,False,14,0,
T04415,NGO020,22138.8,8.68,35.94,0.17,False,11,0,
T04416,NGO020,7890.54,7.0,34.88,0.21,False,9,0,
T04417,NGO020,11679.47,8.84,36.02,0.18,False,12,0,
T04418,NGO020,4897.67,7.9,32.51,0.23,False,4,1,Disbursement created at unusual hour (4:00)
T04419,NGO020,55477.39,7.63,35.64,0.21,False,14,0,
T04420,NGO020,7544.2,7.48,35.21,0.19,False,15,0,
T04421,NGO020,29563.31,11.46,35.18,0.17,False,12,0,
T04422,NGO020,26452.66,5.83,39.31,0.23,False,12,0,
T04423,NGO020,29959.58,0.76,37.17,0.19,False,14,0,
T04424,NGO020,6521.87,3.67,32.74,0.23,False,11,0,
T04425,NGO020,21633.61,6.52,34.35,0.19,False,16,0,
T04426,NGO020,49591.99,6.46,40.07,0.21,False,9,0,
T04427,NGO020,22203.85,5.83,33.64,0.21,False,8,0,
T04428,NGO020,13726.12,8.6,41.41,0.12,False,12,0,
T04429,NGO020,14154.71,4.41,38.47,0.22,False,13,0,
T04430,NGO020,17586.97,4.65,36.46,0.2,False,20,0,
T04431,NGO020,18470.56,5.88,32.16,0.17,False,12,0,
T04432,NGO020,28005.76,2.79,40.16,0.22,False,11,0,
T04433,NGO020,10844.98,2.74,39.7,0.22,False,9,0,
T04434,NGO020,17892.61,2.22,37.19,0.22,False,14,0,
T04435,NGO020,5455.66,0.03,35.95,0.2,False,11,1,Disbursed within hours of donation arriving
T04436,NGO020,16209.25,8.84,38.07,0.17,False,14,0,
T04437,NGO020,18927.85,4.31,33.79,0.2,False,13,0,
T04438,NGO020,18719.5,3.72,38.01,0.21,False,13,0,
T04439,NGO020,21329.44,5.84,43.57,0.19,False,17,0,
T04440,NGO020,7747.6,6.82,44.12,0.23,False,8,0,
T04441,NGO020,20090.17,6.41,33.83,0.28,False,11,0,
T04442,NGO020,20718.63,0.4,36.18,0.19,False,12,0,
T04443,NGO020,29743.39,4.18,35.57,0.17,False,13,0,
T04444,NGO020,11003.27,6.68,37.9,0.18,False,11,0,
T04445,NGO020,16389.03,6.06,32.72,0.2,False,13,0,
T04446,NGO020,33977.77,1.02,36.35,0.25,False,14,0,
T04447,NGO020,32330.81,6.05,37.56,0.17,False,16,0,
T04448,NGO020,9478.0,3.89,373.52,0.21,False,12,1,Unusually slow bill verification for this NGO (374h)
T04449,NGO020,7858.36,6.14,39.22,0.21,False,8,0,
T04450,NGO020,10834.65,7.55,39.28,0.17,False,8,0,
T04451,NGO020,12374.12,4.97,38.71,0.2,False,13,0,
T04452,NGO020,15058.23,2.75,38.42,0.2,False,12,0,
